X,Y,OBJECTID,GEOID10,CTBG10,CT10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,COMMNAME,ShapeSTAre,ShapeSTLen,to_int_GEO,GEOID_int,to_int_g_1,geo_id_str,nat_prop,DECENNIALS,DECENNIA_1,DECENNIA_2,DECENNIA_3,DECENNIA_4,Hub distan,Hub dist_1,Hub dist_2,Hub dist_3,Hub dist_4,Hub dist_5,Hub dist_6,Hub dist_7,Hub dist_8,Hub dist_9,Hub dist10,Hub dist11,Hub dist12,Hub dist13,Hub dist14,Hub dist15,Hub dist16,Hub dist17,Hub dist18,Hub dist19,Hub dist20,Hub dist21,Hub dist22,NUMEXITS,PB
-13156865.2869082,4034731.58931136,"4251","060375309012","5309012","530901",0.0628000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1750366.1162000000,5897.7278720000,,,"-2147483648","60375309012",1761.6360000000,"Block Group 2, Census Tract 5309.01, Los Angeles County, California","1446","560","886",,"4251","5309012","530901",0.0628000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1750366.1162000000,5897.7278720000,,,"-2147483648","60375309012","Block Group 2, Census Tract 5309.01, Los Angeles County, California","1446","560","886",,I- 10,1.2182819909,16.0000000000,1479.8360000000
-13155264.4557017,4034641.15175318,"4252","060375310001","5310001","531000",0.1000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2787328.5205000001,7221.0156767000,,,"-2147483648","60375310001",907.9800000000,"Block Group 1, Census Tract 5310, Los Angeles County, California","1756","630","1126",,"4252","5310001","531000",0.1000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2787328.5205000001,7221.0156767000,,,"-2147483648","60375310001","Block Group 1, Census Tract 5310, Los Angeles County, California","1756","630","1126",,Long Beach Fwy,0.5170726409,26.0000000000,1756.0000000000
-13154906.5405072,4034198.80979114,"4253","060375310003","5310003","531000",0.2224000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,6201050.3778999997,15224.7939610000,,,"-2147483648","60375310003",709.0090000000,"Block Group 3, Census Tract 5310, Los Angeles County, California","2337","768","1569",,"4253","5310003","531000",0.2224000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,6201050.3778999997,15224.7939610000,,,"-2147483648","60375310003","Block Group 3, Census Tract 5310, Los Angeles County, California","2337","768","1569",,Long Beach Fwy,0.3033841923,28.0000000000,2426.9040000000
-13155275.599268,4033980.4879559,"4254","060375310002","5310002","531000",0.0635000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1769713.1875000000,5783.9136332000,,,"-2147483648","60375310002",367.5840000000,"Block Group 2, Census Tract 5310, Los Angeles County, California","921","327","594",,"4254","5310002","531000",0.0635000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1769713.1875000000,5783.9136332000,,,"-2147483648","60375310002","Block Group 2, Census Tract 5310, Los Angeles County, California","921","327","594",,Pomona Fwy,0.3991141511,12.0000000000,930.2850000000
-13156449.9315571,4034723.50197926,"4255","060375309013","5309013","530901",0.0536000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1495307.7401999999,6459.7044263000,,,"-2147483648","60375309013",1505.8400000000,"Block Group 3, Census Tract 5309.01, Los Angeles County, California","1188","417","771",,"4255","5309013","530901",0.0536000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1495307.7401999999,6459.7044263000,,,"-2147483648","60375309013","Block Group 3, Census Tract 5309.01, Los Angeles County, California","1188","417","771",,I- 10,1.2675418576,10.0000000000,1193.0840000000
-13156744.3450553,4034376.09320778,"4256","060375309011","5309011","530901",0.0551000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1534981.8848000001,6524.8291249000,,,"-2147483648","60375309011",1165.9490000000,"Block Group 1, Census Tract 5309.01, Los Angeles County, California","1049","366","683",,"4256","5309011","530901",0.0551000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1534981.8848000001,6524.8291249000,,,"-2147483648","60375309011","Block Group 1, Census Tract 5309.01, Los Angeles County, California","1049","366","683",,Pomona Fwy,1.1114857614,12.0000000000,1062.3920000000
-13156902.2806935,4035178.6616048,"4257","060375308011","5308011","530801",0.0454000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1265931.3300999999,4739.0021529000,,,"-2147483648","60375308011",1085.7490000000,"Block Group 1, Census Tract 5308.01, Los Angeles County, California","1290","506","784",,"4257","5308011","530801",0.0454000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1265931.3300999999,4739.0021529000,,,"-2147483648","60375308011","Block Group 1, Census Tract 5308.01, Los Angeles County, California","1290","506","784",,I- 10,0.8416661511,4.0000000000,1212.3010000000
-13154100.5866375,4031503.33644851,"4507","060375316023","5316023","531602",0.0743000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2071858.4550999999,6374.9372208000,,,"-2147483648","60375316023",1176.0380000000,"Block Group 3, Census Tract 5316.02, Los Angeles County, California","1740","610","1130",,"4507","5316023","531602",0.0743000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2071858.4550999999,6374.9372208000,,,"-2147483648","60375316023","Block Group 3, Census Tract 5316.02, Los Angeles County, California","1740","610","1130",,Santa Ana Fwy,0.6758837167,14.0000000000,1766.2280000000
-13151907.2704756,4032752.98328444,"4913","060375303021","5303021","530302",0.0999000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2786086.6797000002,7701.2367651000,,,"-2147483648","60375303021",428.2780000000,"Block Group 1, Census Tract 5303.02, Los Angeles County, California","996","285","711",,"4913","5303021","530302",0.0999000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2786086.6797000002,7701.2367651000,,,"-2147483648","60375303021","Block Group 1, Census Tract 5303.02, Los Angeles County, California","996","285","711",,Pomona Fwy,0.4299983507,39.0000000000,996.0000000000
-13153440.4821418,4036083.1364085,"4915","060374820011","4820011","482001",0.8935000000,BG 1,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,24910347.8449999988,28769.6357070000,,,"-2147483648","60374820011",1100.2350000000,"Block Group 1, Census Tract 4820.01, Los Angeles County, California","1730","338","1392",,"4915","4820011","482001",0.8935000000,BG 1,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,24910347.8449999988,28769.6357070000,,,"-2147483648","60374820011","Block Group 1, Census Tract 4820.01, Los Angeles County, California","1730","338","1392",,Long Beach Fwy,0.6359737200,42.0000000000,1770.7840000000
-13157334.8210306,4033255.07325069,"4940","060372039002","2039002","203900",0.0581000000,BG 2,"44000","44000",Los Angeles,Los Angeles,LA City - Boyle Heights,1618473.2265999999,6496.4471088000,,,"-2147483648","60372039002",187.7890000000,"Block Group 2, Census Tract 2039, Los Angeles County, California","790","240","550",,"4940","2039002","203900",0.0581000000,BG 2,"44000","44000",Los Angeles,Los Angeles,LA City - Boyle Heights,1618473.2265999999,6496.4471088000,,,"-2147483648","60372039002","Block Group 2, Census Tract 2039, Los Angeles County, California","790","240","550",,Pomona Fwy,0.2377082164,9.0000000000,786.6060000000
-13153462.3043168,4034264.82853509,"5122","060375304001","5304001","530400",0.1326000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3696570.0077999998,8106.5377797000,,,"-2147483648","60375304001",632.7430000000,"Block Group 1, Census Tract 5304, Los Angeles County, California","1429","561","868",,"5122","5304001","530400",0.1326000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3696570.0077999998,8106.5377797000,,,"-2147483648","60375304001","Block Group 1, Census Tract 5304, Los Angeles County, California","1429","561","868",,Pomona Fwy,0.4427872772,16.0000000000,1440.6620000000
-13150479.9402439,4030358.5275465,"5333","060375319022","5319022","531902",0.1290000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3596647.3760000002,8904.5106624000,,,"-2147483648","60375319022",1759.5440000000,"Block Group 2, Census Tract 5319.02, Los Angeles County, California","1890","589","1301",,"5333","5319022","531902",0.1290000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3596647.3760000002,8904.5106624000,,,"-2147483648","60375319022","Block Group 2, Census Tract 5319.02, Los Angeles County, California","1890","589","1301",,W Whittier Blvd,0.9309755738,44.0000000000,1890.0000000000
-13149273.7514387,4030339.88544713,"5398","060375320011","5320011","532001",0.1137000000,BG 1,"48816","48816",Montebello,Montebello,City of Montebello,3170190.0858999998,8686.8031293000,,,"-2147483648","60375320011",313.6220000000,"Block Group 1, Census Tract 5320.01, Los Angeles County, California","1535","481","1054",,"5398","5320011","532001",0.1137000000,BG 1,"48816","48816",Montebello,Montebello,City of Montebello,3170190.0858999998,8686.8031293000,,,"-2147483648","60375320011","Block Group 1, Census Tract 5320.01, Los Angeles County, California","1535","481","1054",,W Whittier Blvd,0.2043136916,20.0000000000,1577.1340000000
-13153656.1320012,4036784.97108089,"5531","060374820012","4820012","482001",0.2449000000,BG 2,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,6828271.0732000005,14151.0113000000,,,"-2147483648","60374820012",244.9800000000,"Block Group 2, Census Tract 4820.01, Los Angeles County, California","686","112","574",,"5531","4820012","482001",0.2449000000,BG 2,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,6828271.0732000005,14151.0113000000,,,"-2147483648","60374820012","Block Group 2, Census Tract 4820.01, Los Angeles County, California","686","112","574",,I- 10,0.3571141258,38.0000000000,726.6600000000
-13152129.1349546,4034696.62488602,"5705","060374820022","4820022","482002",0.2012000000,BG 2,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,5609817.9052999998,17838.8248270000,,,"-2147483648","60374820022",1858.2960000000,"Block Group 2, Census Tract 4820.02, Los Angeles County, California","2309","594","1715",,"5705","4820022","482002",0.2012000000,BG 2,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,5609817.9052999998,17838.8248270000,,,"-2147483648","60374820022","Block Group 2, Census Tract 4820.02, Los Angeles County, California","2309","594","1715",,Pomona Fwy,0.8048057589,19.0000000000,2323.4160000000
-13152089.7099597,4032094.77461255,"5712","060375303022","5303022","530302",0.0870000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2426584.0293000001,7536.5269222000,,,"-2147483648","60375303022",2182.6560000000,"Block Group 2, Census Tract 5303.02, Los Angeles County, California","2380","813","1567",,"5712","5303022","530302",0.0870000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2426584.0293000001,7536.5269222000,,,"-2147483648","60375303022","Block Group 2, Census Tract 5303.02, Los Angeles County, California","2380","813","1567",,Pomona Fwy,0.9170825271,24.0000000000,2380.0000000000
-13154487.2846575,4031738.62892603,"5744","060375315023","5315023","531502",0.0230000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,640707.2763700000,3254.9795872000,,,"-2147483648","60375315023",233.0470000000,"Block Group 3, Census Tract 5315.02, Los Angeles County, California","623","244","379",,"5744","5315023","531502",0.0230000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,640707.2763700000,3254.9795872000,,,"-2147483648","60375315023","Block Group 3, Census Tract 5315.02, Los Angeles County, California","623","244","379",,Long Beach Fwy,0.3740719408,12.0000000000,634.6800000000
-13155311.5673604,4035671.31861046,"6298","060375306012","5306012","530601",0.1167000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3253271.7870999998,10395.9943930000,,,"-2147483648","60375306012",813.9180000000,"Block Group 2, Census Tract 5306.01, Los Angeles County, California","959","318","641",,"6298","5306012","530601",0.1167000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3253271.7870999998,10395.9943930000,,,"-2147483648","60375306012","Block Group 2, Census Tract 5306.01, Los Angeles County, California","959","318","641",,San Bernardino Fwy,0.8487149209,30.0000000000,959.0000000000
-13156963.7532568,4035657.5493204,"6299","060375308012","5308012","530801",0.0534000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1489606.3311000001,6323.7160079000,,,"-2147483648","60375308012",469.0720000000,"Block Group 2, Census Tract 5308.01, Los Angeles County, California","1131","411","720",,"6299","5308012","530801",0.0534000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1489606.3311000001,6323.7160079000,,,"-2147483648","60375308012","Block Group 2, Census Tract 5308.01, Los Angeles County, California","1131","411","720",,I- 10,0.4147407702,11.0000000000,1141.4340000000
-13156574.4488801,4035973.15356064,"6300","060375308013","5308013","530801",0.1263000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3520892.1943000001,12515.2469570000,,,"-2147483648","60375308013",372.8070000000,"Block Group 3, Census Tract 5308.01, Los Angeles County, California","1723","584","1139",,"6300","5308013","530801",0.1263000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3520892.1943000001,12515.2469570000,,,"-2147483648","60375308013","Block Group 3, Census Tract 5308.01, Los Angeles County, California","1723","584","1139",,I- 10,0.2163708074,28.0000000000,1798.3630000000
-13156018.7688231,4035610.90183857,"6315","060375308021","5308021","530802",0.1215000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3386986.9912000000,10093.6554600000,,,"-2147483648","60375308021",1122.3000000000,"Block Group 1, Census Tract 5308.02, Los Angeles County, California","1794","630","1164",,"6315","5308021","530802",0.1215000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3386986.9912000000,10093.6554600000,,,"-2147483648","60375308021","Block Group 1, Census Tract 5308.02, Los Angeles County, California","1794","630","1164",,I- 10,0.6255853335,14.0000000000,1794.6390000000
-13155990.9039356,4034902.02758367,"6316","060375309021","5309021","530902",0.0805000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2242915.7568000001,7470.0991478000,,,"-2147483648","60375309021",1878.0510000000,"Block Group 1, Census Tract 5309.02, Los Angeles County, California","1687","665","1022",,"6316","5309021","530902",0.0805000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2242915.7568000001,7470.0991478000,,,"-2147483648","60375309021","Block Group 1, Census Tract 5309.02, Los Angeles County, California","1687","665","1022",,I- 10,1.1132492313,16.0000000000,1721.7840000000
-13155177.8596087,4036476.26047779,"6317","060375306011","5306011","530601",0.1039000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2895711.5312999999,8899.0279514000,,,"-2147483648","60375306011",538.7410000000,"Block Group 1, Census Tract 5306.01, Los Angeles County, California","2071","700","1371",,"6317","5306011","530601",0.1039000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2895711.5312999999,8899.0279514000,,,"-2147483648","60375306011","Block Group 1, Census Tract 5306.01, Los Angeles County, California","2071","700","1371",,I- 10,0.2601358134,24.0000000000,2148.2320000000
-13154806.5750535,4035891.81647595,"6318","060375306021","5306021","530602",0.2562000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,7142803.1260000002,14385.0871690000,,,"-2147483648","60375306021",950.6590000000,"Block Group 1, Census Tract 5306.02, Los Angeles County, California","1357","416","941",,"6318","5306021","530602",0.2562000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,7142803.1260000002,14385.0871690000,,,"-2147483648","60375306021","Block Group 1, Census Tract 5306.02, Los Angeles County, California","1357","416","941",,I- 10,0.7005592684,32.0000000000,1420.0710000000
-13156799.3726157,4033465.71186469,"6319","060375311011","5311011","531101",0.0540000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1506792.9473000001,5554.0556092000,,,"-2147483648","60375311011",265.4480000000,"Block Group 1, Census Tract 5311.01, Los Angeles County, California","839","307","532",,"6319","5311011","531101",0.0540000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1506792.9473000001,5554.0556092000,,,"-2147483648","60375311011","Block Group 1, Census Tract 5311.01, Los Angeles County, California","839","307","532",,State Rte 60,0.3163864956,13.0000000000,852.8910000000
