OBJECTID,GEOID10,CTBG10,CT10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,COMMNAME,ShapeSTAre,ShapeSTLen,to_int_GEO,GEOID_int,to_int_g_1,geo_id_str,nat_prop,DECENNIALS,DECENNIA_1,DECENNIA_2,DECENNIA_3,DECENNIA_4,Hub distan,Hub dist_1,Hub dist_2,Hub dist_3,Hub dist_4,Hub dist_5,Hub dist_6,Hub dist_7,Hub dist_8,Hub dist_9,Hub dist10,Hub dist11,Hub dist12,Hub dist13,Hub dist14,Hub dist15,Hub dist16,Hub dist17,Hub dist18,Hub dist19,Hub dist20,Hub dist21,Hub dist22,NUMEXITS,PB
"2252","060375313022","5313022","531302",0.070200000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1958028.963867187500000,9955.243204594142298,,,"60375313022","60375313022",37.405,"Block Group 2, Census Tract 5313.02, Los Angeles County, California","647","235","412",,"2252","5313022","531302",0.070200000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1958028.963867187500000,9955.243204594142298,,,"60375313022","60375313022","Block Group 2, Census Tract 5313.02, Los Angeles County, California","647","235","412",,I- 5,0.057812990435426,21.000000000000000,668.228
"2497","060375312012","5312012","531201",0.094300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2630105.270507812500000,8046.228395794501012,,,"60375312012","60375312012",544.851,"Block Group 2, Census Tract 5312.01, Los Angeles County, California","2258","827","1431",,"2497","5312012","531201",0.094300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2630105.270507812500000,8046.228395794501012,,,"60375312012","60375312012","Block Group 2, Census Tract 5312.01, Los Angeles County, California","2258","827","1431",,Pomona Fwy,0.241298240918734,20.000000000000000,2324.884
"2498","060375312021","5312021","531202",0.070200000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1955800.178710937500000,6122.828374536067713,,,"60375312021","60375312021",1041.155,"Block Group 1, Census Tract 5312.02, Los Angeles County, California","1742","636","1106",,"2498","5312021","531202",0.070200000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1955800.178710937500000,6122.828374536067713,,,"60375312021","60375312021","Block Group 1, Census Tract 5312.02, Los Angeles County, California","1742","636","1106",,I- 5,0.597677830473616,15.000000000000000,1775.861
"2501","060375315031","5315031","531503",0.368400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,10269992.686523437500000,14014.573385625340961,,,"60375315031","60375315031",491.022,"Block Group 1, Census Tract 5315.03, Los Angeles County, California","1598","538","1060",,"2501","5315031","531503",0.368400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,10269992.686523437500000,14014.573385625340961,,,"60375315031","60375315031","Block Group 1, Census Tract 5315.03, Los Angeles County, California","1598","538","1060",,I- 710,0.307272705131079,26.000000000000000,1614.056
"2502","060375315032","5315032","531503",0.080600000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2247561.791992187500000,8246.495518498470119,,,"60375315032","60375315032",132.376,"Block Group 2, Census Tract 5315.03, Los Angeles County, California","1217","454","763",,"2502","5315032","531503",0.080600000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2247561.791992187500000,8246.495518498470119,,,"60375315032","60375315032","Block Group 2, Census Tract 5315.03, Los Angeles County, California","1217","454","763",,Long Beach Fwy,0.108772164307798,20.000000000000000,1254.332
"2503","060375315041","5315041","531504",0.113700000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3170971.745117187500000,7425.360738834748190,,,"60375315041","60375315041",829.056,"Block Group 1, Census Tract 5315.04, Los Angeles County, California","2123","692","1431",,"2503","5315041","531504",0.113700000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3170971.745117187500000,7425.360738834748190,,,"60375315041","60375315041","Block Group 1, Census Tract 5315.04, Los Angeles County, California","2123","692","1431",,Long Beach Fwy,0.390511527400780,12.000000000000000,2100.812
"2504","060375315042","5315042","531504",0.080400000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2240980.942382812500000,6009.833371949562206,,,"60375315042","60375315042",664.517,"Block Group 2, Census Tract 5315.04, Los Angeles County, California","1818","639","1179",,"2504","5315042","531504",0.080400000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2240980.942382812500000,6009.833371949562206,,,"60375315042","60375315042","Block Group 2, Census Tract 5315.04, Los Angeles County, California","1818","639","1179",,Long Beach Fwy,0.365520723204437,12.000000000000000,1825.067
"2506","060375319012","5319012","531901",0.068500000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1909253.360351562500000,6474.846398385944667,,,"60375319012","60375319012",2240.968,"Block Group 2, Census Tract 5319.01, Los Angeles County, California","1381","460","921",,"2506","5319012","531901",0.068500000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1909253.360351562500000,6474.846398385944667,,,"60375319012","60375319012","Block Group 2, Census Tract 5319.01, Los Angeles County, California","1381","460","921",,Santa Ana Fwy,1.622713958510299,14.000000000000000,1403.790
"2507","060375319013","5319013","531901",0.098400000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2742259.319335937500000,7898.546924956942348,,,"60375319013","60375319013",2455.121,"Block Group 3, Census Tract 5319.01, Los Angeles County, California","1767","570","1197",,"2507","5319013","531901",0.098400000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2742259.319335937500000,7898.546924956942348,,,"60375319013","60375319013","Block Group 3, Census Tract 5319.01, Los Angeles County, California","1767","570","1197",,Santa Ana Fwy,1.389428959114771,28.000000000000000,1767.000
"2606","060375315022","5315022","531502",0.060300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1681632.999023437500000,5417.101590337985726,,,"60375315022","60375315022",62.570,"Block Group 2, Census Tract 5315.02, Los Angeles County, California","622","227","395",,"2606","5315022","531502",0.060300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1681632.999023437500000,5417.101590337985726,,,"60375315022","60375315022","Block Group 2, Census Tract 5315.02, Los Angeles County, California","622","227","395",,Long Beach Fwy,0.100595405977853,12.000000000000000,628.929
"3164","060375308014","5308014","530801",0.071800000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2002157.167968750000000,6331.013455923531183,,,"60375308014","60375308014",1051.967,"Block Group 4, Census Tract 5308.01, Los Angeles County, California","1455","551","904",,"3164","5308014","530801",0.071800000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2002157.167968750000000,6331.013455923531183,,,"60375308014","60375308014","Block Group 4, Census Tract 5308.01, Los Angeles County, California","1455","551","904",,San Bernardino Fwy,0.723001441197502,18.000000000000000,1494.430
"3165","060375307001","5307001","530700",0.408100000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,11377320.562500000000000,17884.926304947370227,,,"60375307001","60375307001",380.497,"Block Group 1, Census Tract 5307, Los Angeles County, California","1975","655","1320",,"3165","5307001","530700",0.408100000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,11377320.562500000000000,17884.926304947370227,,,"60375307001","60375307001","Block Group 1, Census Tract 5307, Los Angeles County, California","1975","655","1320",,San Bernardino Fwy,0.192656804271184,16.000000000000000,1786.672
"3166","060375309022","5309022","530902",0.121300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3380264.410156250000000,11520.207690260140225,,,"60375309022","60375309022",2079.771,"Block Group 2, Census Tract 5309.02, Los Angeles County, California","1849","593","1256",,"3166","5309022","530902",0.121300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3380264.410156250000000,11520.207690260140225,,,"60375309022","60375309022","Block Group 2, Census Tract 5309.02, Los Angeles County, California","1849","593","1256",,I- 10,1.124808725622231,26.000000000000000,1923.730
"3167","060375305004","5305004","530500",0.124100000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3460322.395507812500000,11030.216955757579854,,,"60375305004","60375305004",232.303,"Block Group 4, Census Tract 5305, Los Angeles County, California","997","326","671",,"3167","5305004","530500",0.124100000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3460322.395507812500000,11030.216955757579854,,,"60375305004","60375305004","Block Group 4, Census Tract 5305, Los Angeles County, California","997","326","671",,I- 710,0.233002056549528,32.000000000000000,997.000
"3170","060375305002","5305002","530500",0.066100000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1842758.832031250000000,7830.095633054368591,,,"60375305002","60375305002",131.127,"Block Group 2, Census Tract 5305, Los Angeles County, California","710","210","500",,"3170","5305002","530500",0.066100000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1842758.832031250000000,7830.095633054368591,,,"60375305002","60375305002","Block Group 2, Census Tract 5305, Los Angeles County, California","710","210","500",,State Rte 60,0.184685799496531,12.000000000000000,716.526
"3171","060375303023","5303023","530302",0.053400000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1487539.807617187500000,5127.251437607408661,,,"60375303023","60375303023",1150.083,"Block Group 3, Census Tract 5303.02, Los Angeles County, California","1256","388","868",,"3171","5303023","530302",0.053400000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1487539.807617187500000,5127.251437607408661,,,"60375303023","60375303023","Block Group 3, Census Tract 5303.02, Los Angeles County, California","1256","388","868",,Pomona Fwy,0.915671394008975,8.000000000000000,1244.723
"3172","060375303012","5303012","530301",0.102200000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2849839.112304687500000,7215.873940829201274,,,"60375303012","60375303012",905.508,"Block Group 2, Census Tract 5303.01, Los Angeles County, California","1050","298","752",,"3172","5303012","530301",0.102200000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2849839.112304687500000,7215.873940829201274,,,"60375303012","60375303012","Block Group 2, Census Tract 5303.01, Los Angeles County, California","1050","298","752",,State Rte 60,0.862388329431061,12.000000000000000,1044.493
"3721","060375305001","5305001","530500",0.073800000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2057162.271484375000000,5749.643627081049090,,,"60375305001","60375305001",693.085,"Block Group 1, Census Tract 5305, Los Angeles County, California","1368","447","921",,"3721","5305001","530500",0.073800000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2057162.271484375000000,5749.643627081049090,,,"60375305001","60375305001","Block Group 1, Census Tract 5305, Los Angeles County, California","1368","447","921",,Long Beach Fwy,0.506640927685777,10.000000000000000,1359.950
"3865","060375303011","5303011","530301",0.123400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3438980.488281250000000,10726.679250027957096,,,"60375303011","60375303011",662.111,"Block Group 1, Census Tract 5303.01, Los Angeles County, California","833","264","569",,"3865","5303011","530301",0.123400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3438980.488281250000000,10726.679250027957096,,,"60375303011","60375303011","Block Group 1, Census Tract 5303.01, Los Angeles County, California","833","264","569",,State Rte 60,0.794850706180194,26.000000000000000,866.619
"3866","060375303024","5303024","530302",0.090100000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2512319.775390625000000,7121.797423710936528,,,"60375303024","60375303024",576.988,"Block Group 4, Census Tract 5303.02, Los Angeles County, California","1176","312","864",,"3866","5303024","530302",0.090100000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2512319.775390625000000,7121.797423710936528,,,"60375303024","60375303024","Block Group 4, Census Tract 5303.02, Los Angeles County, California","1176","312","864",,Pomona Fwy,0.490635754865005,42.000000000000000,1176.000
"3871","060375319021","5319021","531902",0.083000000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2315111.634765625000000,8273.077028810610500,,,"60375319021","60375319021",747.457,"Block Group 1, Census Tract 5319.02, Los Angeles County, California","836","228","608",,"3871","5319021","531902",0.083000000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2315111.634765625000000,8273.077028810610500,,,"60375319021","60375319021","Block Group 1, Census Tract 5319.02, Los Angeles County, California","836","228","608",,W Whittier Blvd,0.894087717437220,23.000000000000000,866.044
"3873","060375318003","5318003","531800",0.079200000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2209187.536132812500000,7001.373389304495504,,,"60375318003","60375318003",1086.033,"Block Group 3, Census Tract 5318, Los Angeles County, California","929","328","601",,"3873","5318003","531800",0.079200000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2209187.536132812500000,7001.373389304495504,,,"60375318003","60375318003","Block Group 3, Census Tract 5318, Los Angeles County, California","929","328","601",,W Whittier Blvd,1.169034101781071,17.000000000000000,951.080
"3874","060375317024","5317024","531702",0.070700000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1969814.385742187500000,6673.377996518008331,,,"60375317024","60375317024",761.715,"Block Group 4, Census Tract 5317.02, Los Angeles County, California","1162","398","764",,"3874","5317024","531702",0.070700000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1969814.385742187500000,6673.377996518008331,,,"60375317024","60375317024","Block Group 4, Census Tract 5317.02, Los Angeles County, California","1162","398","764",,I- 5,0.655520981910979,26.000000000000000,1162.000
"4047","060375316042","5316042","531604",0.070900000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1976468.517578125000000,6395.461881920366977,,,"60375316042","60375316042",1387.515,"Block Group 2, Census Tract 5316.04, Los Angeles County, California","1335","456","879",,"4047","5316042","531604",0.070900000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1976468.517578125000000,6395.461881920366977,,,"60375316042","60375316042","Block Group 2, Census Tract 5316.04, Los Angeles County, California","1335","456","879",,Santa Ana Fwy,1.039336762732540,22.000000000000000,1335.000
"4049","060375318001","5318001","531800",0.067300000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1877260.000976562500000,7387.153720829960548,,,"60375318001","60375318001",2369.871,"Block Group 1, Census Tract 5318, Los Angeles County, California","1707","618","1089",,"4049","5318001","531800",0.067300000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1877260.000976562500000,7387.153720829960548,,,"60375318001","60375318001","Block Group 1, Census Tract 5318, Los Angeles County, California","1707","618","1089",,Pomona Fwy,1.388325076679462,24.000000000000000,1707.000
"4050","060375317012","5317012","531701",0.121600000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3388722.917968750000000,9824.420569348068966,,,"60375317012","60375317012",2974.120,"Block Group 2, Census Tract 5317.01, Los Angeles County, California","2281","807","1474",,"4050","5317012","531701",0.121600000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3388722.917968750000000,9824.420569348068966,,,"60375317012","60375317012","Block Group 2, Census Tract 5317.01, Los Angeles County, California","2281","807","1474",,I- 5,1.303866790682526,34.000000000000000,2281.000
"4051","060375316041","5316041","531604",0.070700000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1971288.006835937500000,6358.802061142122511,,,"60375316041","60375316041",1734.567,"Block Group 1, Census Tract 5316.04, Los Angeles County, California","1847","594","1253",,"4051","5316041","531604",0.070700000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1971288.006835937500000,6358.802061142122511,,,"60375316041","60375316041","Block Group 1, Census Tract 5316.04, Los Angeles County, California","1847","594","1253",,Long Beach Fwy,0.939126937098290,10.000000000000000,1839.194
"4052","060375317011","5317011","531701",0.124400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3469165.312500000000000,9838.680179377783134,,,"60375317011","60375317011",3615.945,"Block Group 1, Census Tract 5317.01, Los Angeles County, California","2826","973","1853",,"4052","5317011","531701",0.124400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3469165.312500000000000,9838.680179377783134,,,"60375317011","60375317011","Block Group 1, Census Tract 5317.01, Los Angeles County, California","2826","973","1853",,Pomona Fwy,1.279527623803666,32.000000000000000,2826.000
"4053","060375316032","5316032","531603",0.097200000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2709314.064453125000000,6910.634664123482253,,,"60375316032","60375316032",2083.690,"Block Group 2, Census Tract 5316.03, Los Angeles County, California","2357","825","1532",,"4053","5316032","531603",0.097200000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2709314.064453125000000,6910.634664123482253,,,"60375316032","60375316032","Block Group 2, Census Tract 5316.03, Los Angeles County, California","2357","825","1532",,State Rte 60,0.884043260215701,18.000000000000000,2413.432
"4054","060375316031","5316031","531603",0.070400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1962818.199218750000000,7044.074524253960590,,,"60375316031","60375316031",492.943,"Block Group 1, Census Tract 5316.03, Los Angeles County, California","845","280","565",,"4054","5316031","531603",0.070400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1962818.199218750000000,7044.074524253960590,,,"60375316031","60375316031","Block Group 1, Census Tract 5316.03, Los Angeles County, California","845","280","565",,State Rte 60,0.583364254995445,12.000000000000000,851.478
"4055","060375318002","5318002","531800",0.092000000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2564366.534179687500000,6306.415347682201173,,,"60375318002","60375318002",2912.049,"Block Group 2, Census Tract 5318, Los Angeles County, California","1893","655","1238",,"4055","5318002","531800",0.092000000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2564366.534179687500000,6306.415347682201173,,,"60375318002","60375318002","Block Group 2, Census Tract 5318, Los Angeles County, California","1893","655","1238",,State Rte 60,1.538324793735358,16.000000000000000,1927.696
"4057","060375315024","5315024","531502",0.030100000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,838555.754882812500000,3684.863073469060964,,,"60375315024","60375315024",294.115,"Block Group 4, Census Tract 5315.02, Los Angeles County, California","820","342","478",,"4057","5315024","531502",0.030100000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,838555.754882812500000,3684.863073469060964,,,"60375315024","60375315024","Block Group 4, Census Tract 5315.02, Los Angeles County, California","820","342","478",,I- 710,0.358677120336987,16.000000000000000,820.000
"4058","060375316021","5316021","531602",0.050700000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1412167.665039062500000,5382.074216509768121,,,"60375316021","60375316021",850.563,"Block Group 1, Census Tract 5316.02, Los Angeles County, California","1199","392","807",,"4058","5316021","531602",0.050700000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1412167.665039062500000,5382.074216509768121,,,"60375316021","60375316021","Block Group 1, Census Tract 5316.02, Los Angeles County, California","1199","392","807",,I- 5,0.709393846438954,14.000000000000000,1223.073
"4059","060375313025","5313025","531302",0.059200000000000,BG 5,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1650535.225585937500000,5194.856074284462011,,,"60375313025","60375313025",268.072,"Block Group 5, Census Tract 5313.02, Los Angeles County, California","891","331","560",,"4059","5313025","531302",0.059200000000000,BG 5,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1650535.225585937500000,5194.856074284462011,,,"60375313025","60375313025","Block Group 5, Census Tract 5313.02, Los Angeles County, California","891","331","560",,Santa Ana Fwy,0.300866682745655,10.000000000000000,892.450
"4061","060375313024","5313024","531302",0.058500000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1630799.682617187500000,5881.750347080272149,,,"60375313024","60375313024",456.688,"Block Group 4, Census Tract 5313.02, Los Angeles County, California","1444","547","897",,"4061","5313024","531302",0.058500000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1630799.682617187500000,5881.750347080272149,,,"60375313024","60375313024","Block Group 4, Census Tract 5313.02, Los Angeles County, California","1444","547","897",,I- 5,0.316266219719389,12.000000000000000,1460.919
"4062","060375313012","5313012","531301",0.069600000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1939005.406250000000000,10414.563306891775937,,,"60375313012","60375313012",203.357,"Block Group 2, Census Tract 5313.01, Los Angeles County, California","1027","377","650",,"4062","5313012","531301",0.069600000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1939005.406250000000000,10414.563306891775937,,,"60375313012","60375313012","Block Group 2, Census Tract 5313.01, Los Angeles County, California","1027","377","650",,I- 5,0.198011170126449,16.000000000000000,1050.061
"4063","060375312022","5312022","531202",0.102600000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2859660.247070312500000,7614.984772244894884,,,"60375312022","60375312022",1586.595,"Block Group 2, Census Tract 5312.02, Los Angeles County, California","2499","884","1615",,"4063","5312022","531202",0.102600000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2859660.247070312500000,7614.984772244894884,,,"60375312022","60375312022","Block Group 2, Census Tract 5312.02, Los Angeles County, California","2499","884","1615",,Pomona Fwy,0.634891851575284,14.000000000000000,2515.974
"4213","060375308022","5308022","530802",0.097400000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2714736.521484375000000,11758.048543016393523,,,"60375308022","60375308022",526.346,"Block Group 2, Census Tract 5308.02, Los Angeles County, California","1383","421","962",,"4213","5308022","530802",0.097400000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2714736.521484375000000,11758.048543016393523,,,"60375308022","60375308022","Block Group 2, Census Tract 5308.02, Los Angeles County, California","1383","421","962",,I- 10,0.380582585800040,34.000000000000000,1383.000
"4245","060375312011","5312011","531201",0.120000000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3344827.196289062500000,10327.577573768849106,,,"60375312011","60375312011",446.565,"Block Group 1, Census Tract 5312.01, Los Angeles County, California","2478","867","1611",,"4245","5312011","531201",0.120000000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3344827.196289062500000,10327.577573768849106,,,"60375312011","60375312011","Block Group 1, Census Tract 5312.01, Los Angeles County, California","2478","867","1611",,State Rte 60,0.180211996215697,12.000000000000000,2444.801
"4246","060375311021","5311021","531102",0.119200000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3322624.377929687500000,7436.119088919453134,,,"60375311021","60375311021",1077.459,"Block Group 1, Census Tract 5311.02, Los Angeles County, California","2258","871","1387",,"4246","5311021","531102",0.119200000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3322624.377929687500000,7436.119088919453134,,,"60375311021","60375311021","Block Group 1, Census Tract 5311.02, Los Angeles County, California","2258","871","1387",,Pomona Fwy,0.477174106516659,10.000000000000000,2183.742
"4247","060375311012","5311012","531101",0.064300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1793014.176757812500000,6243.120835525501207,,,"60375311012","60375311012",727.884,"Block Group 2, Census Tract 5311.01, Los Angeles County, California","1252","426","826",,"4247","5311012","531101",0.064300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1793014.176757812500000,6243.120835525501207,,,"60375311012","60375311012","Block Group 2, Census Tract 5311.01, Los Angeles County, California","1252","426","826",,Pomona Fwy,0.581377343430130,13.000000000000000,1269.443
"4248","060375311022","5311022","531102",0.073300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2042939.308593750000000,6129.460371592111187,,,"60375311022","60375311022",87.849,"Block Group 2, Census Tract 5311.02, Los Angeles County, California","861","299","562",,"4248","5311022","531102",0.073300000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2042939.308593750000000,6129.460371592111187,,,"60375311022","60375311022","Block Group 2, Census Tract 5311.02, Los Angeles County, California","861","299","562",,State Rte 60,0.102031370129542,4.000000000000000,761.498
"4249","060375311013","5311013","531101",0.074400000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2074770.282226562500000,6479.006473197280684,,,"60375311013","60375311013",1295.174,"Block Group 3, Census Tract 5311.01, Los Angeles County, California","1558","534","1024",,"4249","5311013","531101",0.074400000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2074770.282226562500000,6479.006473197280684,,,"60375311013","60375311013","Block Group 3, Census Tract 5311.01, Los Angeles County, California","1558","534","1024",,Pomona Fwy,0.831305690954821,14.000000000000000,1581.445
"4250","060375311014","5311014","531101",0.077400000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2157015.750000000000000,8048.774022231180425,,,"60375311014","60375311014",181.062,"Block Group 4, Census Tract 5311.01, Los Angeles County, California","906","327","579",,"4250","5311014","531101",0.077400000000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2157015.750000000000000,8048.774022231180425,,,"60375311014","60375311014","Block Group 4, Census Tract 5311.01, Los Angeles County, California","906","327","579",,Pomona Fwy,0.199847172585044,26.000000000000000,906.000
"4251","060375309012","5309012","530901",0.062800000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1750366.116210937500000,5897.727872036253757,,,"60375309012","60375309012",1761.636,"Block Group 2, Census Tract 5309.01, Los Angeles County, California","1446","560","886",,"4251","5309012","530901",0.062800000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1750366.116210937500000,5897.727872036253757,,,"60375309012","60375309012","Block Group 2, Census Tract 5309.01, Los Angeles County, California","1446","560","886",,I- 10,1.218281990943042,16.000000000000000,1479.836
"4252","060375310001","5310001","531000",0.100000000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2787328.520507812500000,7221.015676719944167,,,"60375310001","60375310001",907.980,"Block Group 1, Census Tract 5310, Los Angeles County, California","1756","630","1126",,"4252","5310001","531000",0.100000000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2787328.520507812500000,7221.015676719944167,,,"60375310001","60375310001","Block Group 1, Census Tract 5310, Los Angeles County, California","1756","630","1126",,Long Beach Fwy,0.517072640846650,26.000000000000000,1756.000
